age,income,employment_type,tenure_months,product_type,loan_amount,tenor,purpose,existing_debt,dbr,ltv,credit_score,ecib_status,dependents,default
39.4,102761.45,Business,56,Personal Loan,442972.67,25,Vehicle Purchase,64787.18,0.225,0.0,92.43,Negative,5,1
21.0,56069.58,Self-Employed,69,Home Finance,1320582.55,253,Other,329600.7,0.583,0.7081,41.54,Average,4,0
21.0,137155.02,Self-Employed,46,Personal Loan,1131796.82,20,Business Expansion,279258.61,0.5823,0.0,56.56,Average,3,0
48.8,25847.55,Salaried,111,Personal Loan,202017.59,52,Wedding,128521.82,0.5647,0.0,18.12,Average,0,1
35.7,57463.73,Self-Employed,56,Personal Loan,774035.39,47,Education,288377.2,0.7048,0.0,20.22,Negative,1,1
46.4,155645.22,Self-Employed,43,Personal Loan,1776751.28,49,Medical,900917.34,0.7153,0.0,93.02,Good,3,1
56.1,67604.66,Salaried,70,Home Finance,2327078.13,194,Vehicle Purchase,269228.91,0.5093,0.8194,69.71,Good,6,0
29.9,76703.86,Salaried,34,Personal Loan,551296.8,14,Home Purchase,23001.0,0.5384,0.0,87.43,Good,2,1
37.4,138550.78,Salaried,18,Personal Loan,1877550.79,33,Education,643590.56,0.7977,0.0,76.39,Negative,1,1
21.0,55561.0,Salaried,58,Auto Finance,592919.77,46,Other,310782.02,0.6981,0.7984,87.24,Average,0,0
31.0,49998.14,Salaried,44,Auto Finance,866593.74,64,Vehicle Purchase,276035.11,0.7309,0.7015,26.23,Average,0,1
31.4,89170.33,Business,83,Personal Loan,281673.43,57,Vehicle Purchase,431144.59,0.4583,0.0,90.53,Good,0,0
29.7,80286.87,Self-Employed,8,Business Loan,819345.02,109,Wedding,127288.49,0.2257,0.0,98.59,Good,3,0
40.0,201526.99,Salaried,26,Home Finance,5863421.84,194,Medical,1062949.54,0.5895,0.7988,96.25,Good,0,1
21.0,268374.87,Self-Employed,81,Personal Loan,2465850.63,57,Debt Consolidation,606774.53,0.3496,0.0,57.61,Negative,4,1
57.6,252540.42,Self-Employed,37,Personal Loan,1360736.77,22,Home Purchase,583790.57,0.4376,0.0,76.86,Average,2,0
51.9,96158.23,Salaried,21,Personal Loan,622633.21,15,Education,192713.81,0.5987,0.0,42.97,Good,1,0
34.4,49925.55,Business,35,Auto Finance,907181.0,45,Education,104120.87,0.5776,0.7744,20.37,Negative,3,1
41.2,108556.13,Self-Employed,13,Personal Loan,1270074.4,31,Education,197947.29,0.5294,0.0,57.53,Good,2,0
39.3,115361.63,Self-Employed,26,Auto Finance,1092643.34,26,Education,303221.38,0.5833,0.7749,37.79,Average,3,1
69.6,162410.96,Salaried,20,Personal Loan,800148.73,54,Other,236937.56,0.2128,0.0,35.62,Negative,1,1
49.7,51349.33,Salaried,27,Personal Loan,390275.48,39,Vehicle Purchase,241265.1,0.5864,0.0,29.4,Good,2,1
41.6,71998.92,Business,18,Home Finance,1687969.77,294,Business Expansion,131604.11,0.2321,0.8727,75.83,Good,0,0
36.2,85902.92,Self-Employed,145,Personal Loan,785766.79,48,Wedding,327354.4,0.5081,0.0,77.06,Good,1,0
42.3,97693.04,Salaried,74,Personal Loan,447840.71,44,Education,550009.6,0.5734,0.0,55.82,Good,0,0
39.2,148630.28,Self-Employed,20,Business Loan,4240597.85,82,Education,603298.58,0.6862,0.0,26.85,Average,4,1
30.0,247679.7,Self-Employed,45,Auto Finance,3905366.86,59,Other,1028121.43,0.6132,0.6711,98.08,Average,5,0
36.7,32323.33,Salaried,65,Business Loan,853227.96,15,Medical,94240.2,1.5,0.0,7.5,Average,0,1
22.3,87404.58,Salaried,21,Personal Loan,968763.69,32,Business Expansion,426372.93,0.7529,0.0,74.93,Good,3,1
44.4,51204.25,Salaried,46,Personal Loan,157714.33,49,Other,177153.89,0.3512,0.0,26.42,Average,2,1
26.9,70085.85,Salaried,124,Personal Loan,946056.47,25,Home Purchase,412518.71,1.0304,0.0,38.72,Negative,1,1
40.1,84181.43,Self-Employed,75,Business Loan,1209809.84,65,Other,52922.66,0.2735,0.0,90.43,Good,3,0
45.3,49702.16,Salaried,50,Auto Finance,729642.2,52,Wedding,189073.33,0.5993,0.6767,30.07,Average,1,1
43.4,110324.3,Self-Employed,25,Business Loan,2326156.33,28,Other,637736.61,1.2347,0.0,13.23,Negative,2,1
21.0,125124.23,Self-Employed,49,Personal Loan,1163534.04,34,Education,525164.32,0.6233,0.0,58.38,Average,1,1
35.8,108885.48,Salaried,50,Personal Loan,999989.64,14,Education,652221.16,1.1552,0.0,69.56,Good,0,0
46.1,83730.24,Self-Employed,51,Personal Loan,409116.68,34,Education,340098.73,0.4822,0.0,98.81,Good,2,0
42.1,48439.1,Salaried,66,Auto Finance,520581.07,70,Other,92518.39,0.3127,0.814,94.77,Good,2,0
60.0,57720.22,Self-Employed,31,Personal Loan,622571.54,33,Debt Consolidation,138335.74,0.5266,0.0,9.12,Negative,2,1
60.0,52189.82,Salaried,62,Auto Finance,590142.92,38,Other,2207.87,0.3011,0.7742,74.97,Negative,3,0
54.9,66090.23,Salaried,77,Personal Loan,527090.35,43,Home Purchase,138932.66,0.3607,0.0,47.33,Average,0,0
52.4,97408.67,Salaried,73,Home Finance,3166310.79,241,Education,222135.74,0.3249,0.6942,15.54,Average,1,1
38.6,65800.56,Salaried,51,Business Loan,1828149.71,12,Business Expansion,231398.24,1.5,0.0,99.99,Average,2,1
45.0,161427.84,Salaried,21,Home Finance,2560022.12,252,Vehicle Purchase,342099.48,0.2395,0.7243,30.38,Good,1,0
45.7,75884.24,Salaried,30,Personal Loan,896961.47,33,Medical,137132.1,0.5088,0.0,12.66,Negative,0,1
40.4,91315.5,Business,17,Auto Finance,1275209.84,27,Medical,425381.56,0.9054,0.7843,41.85,Average,3,1
47.2,194771.27,Salaried,74,Personal Loan,964820.43,22,Debt Consolidation,935195.75,0.6253,0.0,61.39,Good,2,1
28.2,128058.11,Self-Employed,43,Personal Loan,1342722.49,19,Debt Consolidation,454660.4,0.8477,0.0,25.25,Negative,0,1
44.4,199705.43,Self-Employed,6,Personal Loan,1579380.53,16,Vehicle Purchase,848785.5,0.8485,0.0,20.08,Negative,2,1
24.0,59729.55,Salaried,36,Auto Finance,1097947.57,69,Business Expansion,317326.98,0.7091,0.7571,53.67,Good,0,1
21.0,33689.18,Salaried,38,Home Finance,780383.93,123,Home Purchase,178631.98,0.6302,0.9471,20.78,Negative,1,1
58.8,115116.23,Salaried,16,Auto Finance,2103078.15,48,Wedding,441920.64,0.7005,0.905,61.34,Good,2,1
32.1,81481.85,Salaried,38,Personal Loan,1013889.82,52,Home Purchase,112297.28,0.3541,0.0,46.17,Average,3,0
21.0,111669.49,Business,125,Personal Loan,797040.79,51,Other,335595.23,0.3904,0.0,52.43,Negative,3,1
21.0,204634.55,Salaried,36,Personal Loan,1158307.09,23,Education,669147.23,0.5186,0.0,28.95,Average,3,1
33.0,126571.57,Salaried,47,Home Finance,3803922.3,230,Home Purchase,456701.32,0.4314,0.8612,10.24,Average,0,1
36.2,336335.86,Salaried,82,Personal Loan,1391685.46,16,Other,605219.88,0.4086,0.0,53.53,Good,1,0
33.5,61567.71,Salaried,72,Personal Loan,672187.36,29,Business Expansion,353685.26,0.8552,0.0,46.03,Good,2,1
32.1,96453.13,Salaried,39,Auto Finance,1440529.82,76,Debt Consolidation,503209.96,0.6313,0.8359,60.34,Average,2,1
34.0,191780.61,Business,52,Personal Loan,2050954.37,43,Business Expansion,654933.44,0.5333,0.0,63.99,Good,2,0
45.6,181120.44,Salaried,19,Personal Loan,2252591.87,56,Education,19040.45,0.2308,0.0,4.65,Negative,1,1
49.7,135390.93,Salaried,27,Auto Finance,2596990.44,60,Business Expansion,757198.11,0.7857,0.848,2.09,Negative,3,1
41.7,90292.54,Salaried,72,Auto Finance,899961.62,60,Other,52281.15,0.2144,0.6757,38.34,Average,4,1
48.2,166891.95,Self-Employed,26,Personal Loan,1094152.56,50,Other,773976.52,0.5176,0.0,19.86,Average,6,1
30.0,34229.48,Salaried,17,Auto Finance,617090.69,49,Wedding,88826.46,0.5842,0.9337,65.01,Average,3,1
49.7,81256.11,Salaried,40,Personal Loan,435023.96,53,Medical,170962.02,0.2763,0.0,15.19,Negative,1,1
38.2,123929.0,Self-Employed,41,Personal Loan,462170.96,48,Business Expansion,556627.4,0.452,0.0,10.06,Negative,0,1
55.0,116163.08,Salaried,42,Personal Loan,913427.91,46,Wedding,322851.5,0.4025,0.0,28.88,Average,2,1
21.0,116385.96,Salaried,22,Home Finance,2589275.29,167,Medical,674887.88,0.6164,0.7509,40.02,Negative,1,1
26.1,189582.42,Salaried,83,Personal Loan,2355287.11,54,Business Expansion,936587.98,0.6418,0.0,60.58,Good,3,0
41.8,88800.45,Self-Employed,37,Personal Loan,674488.29,30,Education,217499.2,0.4573,0.0,54.29,Good,0,0
29.8,100852.0,Self-Employed,63,Personal Loan,987450.98,55,Other,505330.78,0.5956,0.0,60.59,Good,0,0
30.3,68292.98,Salaried,60,Auto Finance,854027.97,34,Wedding,210039.95,0.6241,0.865,44.39,Negative,1,1
30.8,70147.56,Salaried,66,Home Finance,1253134.87,176,Home Purchase,10924.98,0.1145,0.8113,53.9,Good,0,0
33.8,112275.7,Salaried,39,Personal Loan,1052596.39,52,Business Expansion,206812.98,0.3338,0.0,32.27,Good,2,0
37.6,130956.3,Salaried,47,Personal Loan,1281018.52,32,Home Purchase,455474.11,0.5955,0.0,56.94,Good,1,1
38.8,71557.28,Salaried,30,Home Finance,1707326.22,297,Debt Consolidation,141185.04,0.2448,0.9412,61.0,Average,0,1
28.7,322285.19,Self-Employed,54,Personal Loan,4445357.64,17,Education,188239.71,0.86,0.0,60.12,Average,2,1
56.1,105692.75,Salaried,22,Auto Finance,852470.87,76,Education,109372.09,0.1924,0.8587,96.92,Good,0,0
45.3,89643.67,Business,9,Auto Finance,1308862.26,41,Debt Consolidation,425512.57,0.7517,0.871,12.26,Negative,2,1
21.0,76295.19,Self-Employed,45,Personal Loan,718292.08,24,Education,340806.33,0.7645,0.0,31.09,Average,2,1
28.7,105016.33,Salaried,14,Auto Finance,1520240.66,70,Other,101668.88,0.2875,0.7723,64.35,Good,1,0
28.7,68211.69,Business,23,Home Finance,1829869.11,239,Home Purchase,145271.1,0.2897,0.7118,5.07,Negative,0,1
22.9,113811.01,Salaried,72,Personal Loan,1312892.09,29,Vehicle Purchase,187926.41,0.5354,0.0,8.99,Average,1,1
33.2,48156.24,Self-Employed,26,Auto Finance,561906.8,68,Medical,265906.61,0.6317,0.899,83.61,Good,2,1
59.7,34086.52,Salaried,67,Home Finance,1191084.87,180,Medical,106386.09,0.4542,0.8524,35.78,Average,2,1
44.2,132821.06,Salaried,22,Personal Loan,1738476.08,39,Vehicle Purchase,672751.27,0.7577,0.0,65.98,Good,3,1
46.5,67164.31,Salaried,16,Personal Loan,694541.46,12,Debt Consolidation,268090.94,1.1944,0.0,80.25,Good,2,1
29.7,92892.01,Salaried,92,Personal Loan,1112343.69,40,Home Purchase,502120.37,0.7498,0.0,91.99,Good,2,0
62.2,72524.7,Salaried,70,Personal Loan,1061254.1,56,Vehicle Purchase,177128.54,0.4648,0.0,20.14,Average,3,0
21.0,155185.1,Self-Employed,31,Auto Finance,2730987.73,77,Medical,508102.8,0.5014,0.849,51.85,Good,1,0
42.2,214672.91,Self-Employed,107,Business Loan,2296023.71,23,Education,105867.23,0.5061,0.0,30.14,Average,0,1
21.0,373861.28,Salaried,37,Auto Finance,6087101.55,44,Medical,486204.39,0.4784,0.8346,91.35,Good,1,0
53.6,150268.91,Salaried,168,Personal Loan,1003716.91,14,Other,227284.56,0.6031,0.0,87.29,Good,1,0
43.8,45100.16,Salaried,72,Personal Loan,340804.46,13,Wedding,63445.36,0.6985,0.0,72.52,Average,0,0
36.4,59880.14,Salaried,34,Personal Loan,805583.46,45,Education,20489.99,0.3275,0.0,33.65,Average,3,1
36.3,195196.52,Salaried,64,Personal Loan,1494462.99,40,Other,173236.74,0.2654,0.0,39.64,Average,0,0
33.2,106434.67,Business,32,Personal Loan,1110052.83,25,Vehicle Purchase,331902.06,0.677,0.0,39.73,Average,2,1
45.5,75758.95,Salaried,51,Home Finance,1457740.26,291,Other,193313.2,0.2788,0.8067,69.23,Good,4,0
36.1,33093.03,Salaried,30,Personal Loan,132371.91,52,Wedding,41956.22,0.1826,0.0,50.44,Good,2,0
26.6,25000.0,Business,100,Auto Finance,315085.91,29,Vehicle Purchase,92017.87,0.7413,0.8372,45.36,Average,4,1
27.2,90591.38,Salaried,21,Personal Loan,1177777.22,15,Medical,510891.38,1.3367,0.0,56.5,Good,0,0
40.3,212168.94,Self-Employed,34,Personal Loan,2324358.57,54,Wedding,121343.96,0.2505,0.0,24.44,Negative,0,1
27.3,53057.36,Business,50,Auto Finance,443673.28,67,Education,62732.63,0.2233,0.7925,89.85,Good,2,0
57.0,143351.82,Salaried,49,Personal Loan,1594343.99,24,Medical,819928.3,0.9401,0.0,48.05,Negative,1,1
64.7,49397.63,Salaried,36,Auto Finance,892454.36,25,Wedding,230407.17,1.1114,0.9203,85.35,Good,1,1
21.0,74253.36,Salaried,31,Personal Loan,1088390.83,48,Medical,315513.77,0.6595,0.0,8.71,Negative,3,1
39.9,63845.46,Salaried,35,Personal Loan,304735.51,29,Education,328417.15,0.5932,0.0,57.84,Good,2,1
36.3,92710.93,Self-Employed,40,Personal Loan,1115739.14,19,Education,267983.02,0.8743,0.0,29.08,Average,0,1
39.6,88690.71,Business,36,Personal Loan,346634.61,51,Vehicle Purchase,187379.82,0.2527,0.0,68.77,Negative,1,0
47.7,69402.12,Salaried,23,Personal Loan,483517.18,24,Education,398796.03,0.7691,0.0,55.17,Good,2,0
24.2,72373.03,Business,43,Auto Finance,604573.97,36,Home Purchase,417613.63,0.7129,0.9217,56.0,Good,1,1
21.5,58266.72,Salaried,20,Home Finance,972013.23,269,Vehicle Purchase,256213.56,0.4285,0.7016,49.26,Average,2,1
21.0,73081.17,Salaried,35,Business Loan,804068.87,101,Business Expansion,127391.83,0.2542,0.0,95.12,Average,1,1
29.1,45509.2,Business,53,Auto Finance,723077.09,52,Home Purchase,14846.58,0.3327,0.825,55.34,Average,2,1
70.0,69266.02,Business,118,Personal Loan,361077.62,47,Medical,180108.2,0.3276,0.0,66.81,Good,3,0
30.8,126224.43,Business,19,Business Loan,3515213.19,99,Wedding,319817.83,0.4924,0.0,66.22,Good,2,0
36.0,145574.13,Salaried,41,Home Finance,4229571.98,233,Other,304940.25,0.2993,0.7171,47.79,Good,3,0
59.7,105692.27,Salaried,58,Personal Loan,725526.54,41,Home Purchase,327141.09,0.4254,0.0,84.43,Negative,1,0
44.1,97850.02,Salaried,12,Personal Loan,958293.92,29,Business Expansion,376967.07,0.6587,0.0,95.9,Average,1,1
40.2,143401.95,Salaried,42,Auto Finance,2436623.52,37,Other,551858.43,0.7799,0.659,33.08,Average,1,1
51.4,77559.18,Salaried,43,Personal Loan,592846.78,51,Vehicle Purchase,436905.45,0.6193,0.0,53.08,Good,1,1
36.3,81572.11,Salaried,27,Personal Loan,1132717.6,38,Wedding,36175.19,0.4024,0.0,79.73,Average,2,1
46.5,198000.76,Self-Employed,20,Home Finance,6975095.6,164,Education,108182.7,0.2603,0.6933,22.95,Negative,1,1
21.0,51578.26,Salaried,71,Personal Loan,639392.92,36,Wedding,3018.63,0.3492,0.0,4.16,Average,0,1
28.8,83871.58,Self-Employed,46,Personal Loan,1064728.64,49,Vehicle Purchase,208857.33,0.4666,0.0,14.97,Negative,1,1
26.1,170312.03,Business,82,Personal Loan,2001376.23,37,Wedding,64711.34,0.3493,0.0,24.24,Average,0,0
21.0,25408.36,Self-Employed,58,Personal Loan,185555.83,20,Education,107265.37,0.717,0.0,49.49,Average,0,1
21.0,209560.32,Salaried,27,Home Finance,4826521.08,263,Wedding,49856.18,0.1074,0.716,76.93,Average,0,0
67.6,108451.84,Salaried,44,Auto Finance,1030597.88,74,Vehicle Purchase,245960.18,0.3174,0.9073,74.28,Negative,1,1
48.6,108513.68,Salaried,62,Personal Loan,1315681.14,39,Home Purchase,422389.13,0.6353,0.0,5.49,Negative,1,1
31.6,64137.48,Salaried,35,Personal Loan,305237.73,18,Education,72999.88,0.3592,0.0,54.09,Average,0,1
31.5,85072.13,Self-Employed,19,Auto Finance,817345.89,53,Education,476771.18,0.6483,0.7053,67.44,Good,4,1
23.4,43287.51,Salaried,33,Personal Loan,476197.1,40,Debt Consolidation,74605.38,0.4186,0.0,90.46,Good,0,0
22.6,114354.87,Self-Employed,38,Auto Finance,1289889.61,25,Vehicle Purchase,381583.6,0.7293,0.8587,61.34,Good,3,1
36.9,260404.63,Salaried,88,Personal Loan,1889298.58,49,Education,299828.38,0.244,0.0,43.89,Average,7,0
41.7,277862.25,Salaried,9,Auto Finance,2713201.96,44,Other,924514.53,0.4992,0.8045,71.68,Good,1,0
49.1,95348.49,Salaried,39,Business Loan,1803610.16,67,Debt Consolidation,35622.04,0.3135,0.0,48.33,Negative,0,1
36.6,161790.72,Self-Employed,59,Home Finance,2981319.96,286,Home Purchase,779212.25,0.4658,0.6984,78.1,Negative,1,1
45.8,97079.72,Salaried,43,Auto Finance,893651.12,31,Wedding,336109.58,0.5855,0.6806,83.74,Good,2,0
48.5,47505.29,Salaried,46,Personal Loan,533526.58,25,Home Purchase,126148.78,0.6705,0.0,80.07,Average,1,1
27.2,95336.88,Salaried,51,Home Finance,3179079.91,286,Debt Consolidation,215016.61,0.3045,0.9479,70.5,Good,1,0
26.2,149622.97,Self-Employed,18,Personal Loan,1023385.92,50,Vehicle Purchase,282011.81,0.2939,0.0,4.38,Negative,1,1
56.0,78060.24,Salaried,56,Auto Finance,1106715.81,76,Other,203138.89,0.4034,0.7944,80.74,Good,2,0
27.4,165398.71,Salaried,21,Personal Loan,1490213.19,28,Wedding,591507.4,0.6198,0.0,10.76,Negative,3,1
38.1,79014.09,Self-Employed,76,Home Finance,2931578.23,148,Education,117522.88,0.3746,0.9173,90.1,Good,2,0
21.0,33775.56,Self-Employed,54,Personal Loan,420214.82,29,Business Expansion,132337.29,0.7555,0.0,75.49,Average,1,0
36.9,107075.21,Salaried,32,Auto Finance,1013950.11,48,Business Expansion,384051.82,0.4962,0.7404,18.8,Negative,0,1
27.3,166790.57,Salaried,37,Business Loan,4439308.42,36,Home Purchase,413140.88,0.9458,0.0,43.55,Average,1,1
50.1,81483.96,Salaried,40,Personal Loan,249351.6,57,Other,230388.66,0.2893,0.0,43.15,Average,0,1
49.5,36322.94,Self-Employed,120,Personal Loan,258716.0,39,Business Expansion,206979.93,0.6575,0.0,81.57,Good,3,0
44.0,73424.42,Salaried,34,Business Loan,1123687.9,92,Vehicle Purchase,224964.08,0.4217,0.0,12.97,Negative,0,1
30.9,229357.12,Salaried,107,Home Finance,4983171.3,210,Debt Consolidation,743343.45,0.3735,0.6988,7.24,Average,1,1
46.7,169518.95,Salaried,28,Personal Loan,1714238.37,59,Medical,232047.28,0.2855,0.0,53.03,Average,2,0
37.9,149560.66,Salaried,20,Home Finance,2313263.68,218,Debt Consolidation,173990.83,0.1679,0.6701,43.1,Negative,2,1
70.0,64921.92,Self-Employed,58,Personal Loan,808032.38,42,Other,203741.38,0.5579,0.0,39.84,Average,0,0
52.1,194111.06,Business,79,Personal Loan,1926705.58,49,Debt Consolidation,429732.58,0.3871,0.0,82.71,Good,2,0
29.6,93313.17,Self-Employed,66,Auto Finance,1463898.16,44,Wedding,353495.69,0.6722,0.7772,16.64,Average,1,1
24.1,45899.94,Salaried,24,Personal Loan,365785.63,29,Wedding,48714.4,0.3632,0.0,54.72,Good,1,0
38.0,153682.58,Self-Employed,40,Home Finance,5618467.09,276,Debt Consolidation,539366.01,0.4249,0.6958,33.17,Negative,0,1
41.7,130533.78,Salaried,53,Auto Finance,2405202.66,45,Medical,191212.5,0.5315,0.9094,61.45,Average,0,1
33.9,82743.71,Self-Employed,34,Personal Loan,632351.53,18,Education,173774.36,0.5996,0.0,32.46,Average,0,0
39.4,78456.38,Salaried,8,Auto Finance,669642.93,43,Business Expansion,297124.83,0.5141,0.8749,67.91,Good,3,0
21.0,209759.54,Self-Employed,79,Auto Finance,2829410.14,34,Wedding,118678.97,0.4439,0.6919,50.04,Good,2,0
21.0,111380.58,Business,18,Business Loan,2422170.75,104,Home Purchase,613050.89,0.6678,0.0,23.54,Negative,0,1
30.0,38514.36,Salaried,43,Personal Loan,388224.38,27,Education,206894.51,0.821,0.0,93.91,Good,3,0
56.6,147319.44,Self-Employed,17,Auto Finance,2001893.93,77,Medical,507040.69,0.4633,0.8929,34.91,Good,4,1
42.0,410619.78,Salaried,42,Personal Loan,1840706.89,38,Debt Consolidation,845043.94,0.2895,0.0,10.38,Average,3,1
22.9,59728.99,Salaried,23,Personal Loan,805635.02,22,Debt Consolidation,278645.4,1.0019,0.0,44.63,Average,2,1
32.7,313400.86,Self-Employed,81,Personal Loan,1011099.15,51,Home Purchase,48910.56,0.0763,0.0,88.81,Good,0,0
21.6,79167.85,Salaried,45,Home Finance,1838363.14,269,Business Expansion,303070.3,0.4053,0.7087,44.73,Negative,3,1
29.6,131788.02,Salaried,5,Auto Finance,2159577.66,59,Home Purchase,216676.01,0.4148,0.8408,94.86,Average,0,0
39.6,25012.93,Salaried,109,Personal Loan,126440.06,24,Education,118695.71,0.6061,0.0,57.51,Good,1,0
48.2,25000.0,Salaried,65,Auto Finance,442202.63,26,Wedding,113856.73,1.0598,0.6928,45.92,Average,2,1
54.4,243292.13,Business,16,Home Finance,4111269.3,219,Business Expansion,714888.89,0.322,0.7075,13.27,Good,1,1
31.1,138163.49,Salaried,50,Auto Finance,2473739.44,70,Other,289442.47,0.4304,0.9481,6.5,Average,1,1
23.7,103522.84,Self-Employed,10,Personal Loan,1237190.97,56,Education,388785.93,0.5264,0.0,24.55,Negative,0,1
42.0,77376.81,Salaried,37,Personal Loan,535753.69,48,Medical,289518.29,0.4561,0.0,33.16,Average,5,1
25.9,162150.54,Self-Employed,24,Personal Loan,1179128.5,29,Education,929437.34,0.7284,0.0,84.52,Good,0,1
26.1,181400.21,Salaried,38,Auto Finance,1916025.14,37,Other,482626.7,0.5072,0.6972,49.51,Average,1,1
49.6,184121.68,Self-Employed,53,Business Loan,5267524.08,74,Other,977551.34,0.829,0.0,54.88,Good,0,1
21.0,94382.05,Business,57,Home Finance,1701576.67,298,Education,496373.83,0.4988,0.6967,25.6,Average,2,1
54.7,85968.18,Self-Employed,41,Personal Loan,1249365.15,48,Vehicle Purchase,251722.72,0.5468,0.0,96.7,Negative,1,1
27.0,38354.74,Salaried,17,Personal Loan,273106.43,50,Debt Consolidation,205793.09,0.5895,0.0,32.43,Negative,0,1
41.6,102495.2,Self-Employed,38,Auto Finance,1315637.57,76,Education,366040.16,0.4665,0.829,84.32,Average,1,0
38.7,164274.3,Salaried,64,Home Finance,4780710.07,191,Education,125251.81,0.2159,0.7221,2.58,Good,3,0
35.6,185012.77,Self-Employed,60,Auto Finance,2861032.61,36,Wedding,289569.51,0.56,0.9182,96.49,Average,2,0
50.4,55258.97,Self-Employed,18,Personal Loan,175718.61,54,Home Purchase,211445.34,0.3778,0.0,31.12,Good,2,0
34.5,174651.16,Salaried,19,Personal Loan,2611785.69,43,Debt Consolidation,907357.71,0.7807,0.0,82.62,Average,0,1
48.0,182442.13,Self-Employed,27,Business Loan,3474397.35,94,Vehicle Purchase,973190.19,0.6471,0.0,59.91,Average,1,0
34.8,76053.99,Salaried,20,Auto Finance,865578.4,50,Medical,363536.95,0.626,0.6762,13.58,Negative,3,1
48.7,280676.35,Business,30,Personal Loan,3968812.94,41,Medical,83625.58,0.3697,0.0,75.93,Good,1,0
50.9,481989.5,Salaried,69,Personal Loan,5018730.94,58,Debt Consolidation,1478715.26,0.4352,0.0,41.77,Good,3,0
36.5,110313.47,Salaried,59,Personal Loan,1298746.06,56,Wedding,419198.84,0.5269,0.0,15.18,Negative,2,1
35.2,132614.49,Salaried,50,Home Finance,4367493.76,221,Medical,734547.32,0.6106,0.8814,73.61,Negative,2,1
63.6,249027.94,Salaried,28,Personal Loan,1171753.26,27,Business Expansion,797517.43,0.4411,0.0,90.73,Average,2,0
41.5,122372.84,Salaried,16,Home Finance,4560450.61,261,Education,284147.62,0.3363,0.6947,7.1,Average,2,1
36.1,190827.21,Salaried,11,Personal Loan,2490673.56,37,Other,986966.33,0.7838,0.0,96.98,Good,2,1
48.0,102165.05,Salaried,32,Business Loan,1138694.36,21,Medical,131535.36,0.638,0.0,73.01,Good,1,0
55.7,45701.34,Self-Employed,100,Personal Loan,481935.08,21,Debt Consolidation,160817.34,0.7954,0.0,78.56,Good,2,0
43.3,173846.94,Salaried,19,Home Finance,5810881.18,129,Wedding,997146.62,0.7371,0.7596,44.05,Negative,0,1
42.0,98809.45,Salaried,43,Business Loan,1557411.03,99,Home Purchase,533749.18,0.6094,0.0,47.57,Negative,2,1
